T:	[18:55:54:372829]	*IDN?	R:	[18:55:54:513989]	ROBOT_PREMO, V1.0
T:	[19:13:06:811675]	STATE?	R:	[19:13:06:811914]	6
T:	[19:13:07:114269]	STATE?	R:	[19:13:07:114433]	6
T:	[19:13:07:417402]	STATE?	R:	[19:13:07:417690]	6
T:	[19:13:07:723648]	STATE?	R:	[19:13:07:723872]	6
T:	[19:13:08:025801]	STATE?	R:	[19:13:08:025963]	6
T:	[19:13:08:332043]	STATE?	R:	[19:13:08:332203]	6
T:	[19:13:08:635707]	STATE?	R:	[19:13:08:635934]	6
T:	[19:13:08:946893]	STATE?	R:	[19:13:08:947083]	6
T:	[19:13:09:253190]	STATE?	R:	[19:13:09:253343]	6
T:	[19:13:09:556759]	STATE?	R:	[19:13:09:567241]	6
T:	[19:13:09:860028]	STATE?	R:	[19:13:09:860174]	6
T:	[19:13:10:162704]	STATE?	R:	[19:13:10:162894]	38
T:	[19:13:10:506046]	STATE?	R:	[19:13:10:516544]	38
T:	[19:13:10:808103]	STATE?	R:	[19:13:10:808273]	38
T:	[19:13:11:113648]	STATE?	R:	[19:13:11:113820]	34
T:	[19:13:11:433387]	STATE?	R:	[19:13:11:438632]	34
T:	[19:13:11:740884]	STATE?	R:	[19:13:11:746424]	34
T:	[19:13:12:045133]	STATE?	R:	[19:13:12:050402]	34
T:	[19:13:12:349562]	STATE?	R:	[19:13:12:354792]	34
T:	[19:13:12:655790]	STATE?	R:	[19:13:12:656154]	34
T:	[19:13:12:967055]	STATE?	R:	[19:13:12:972546]	34
T:	[19:13:13:283636]	STATE?	R:	[19:13:13:288866]	34
T:	[19:13:13:585814]	STATE?	R:	[19:13:13:607288]	34
T:	[19:13:13:900335]	STATE?	R:	[19:13:13:900467]	34
T:	[19:13:14:214192]	STATE?	R:	[19:13:14:220399]	34
T:	[19:13:14:220540]	MoveFromHiPotToLCR	R:	[19:13:14:632573]	ACK
T:	[19:13:14:940247]	STATE?	R:	[19:13:14:955778]	34
T:	[19:13:15:262227]	STATE?	R:	[19:13:15:277949]	35
T:	[19:13:15:565435]	STATE?	R:	[19:13:15:570919]	35
T:	[19:13:15:870412]	STATE?	R:	[19:13:15:885996]	35
T:	[19:13:16:172605]	STATE?	R:	[19:13:16:177857]	35
T:	[19:13:16:478347]	STATE?	R:	[19:13:16:478497]	35
T:	[19:13:16:781694]	STATE?	R:	[19:13:16:781847]	35
T:	[19:13:17:086185]	STATE?	R:	[19:13:17:086348]	35
T:	[19:13:17:402645]	STATE?	R:	[19:13:17:412756]	35
T:	[19:13:17:712609]	STATE?	R:	[19:13:17:722938]	35
T:	[19:13:18:025277]	STATE?	R:	[19:13:18:030698]	35
T:	[19:13:18:330501]	STATE?	R:	[19:13:18:335746]	35
T:	[19:13:18:634614]	STATE?	R:	[19:13:18:640785]	35
T:	[19:13:18:942502]	STATE?	R:	[19:13:18:942655]	35
T:	[19:13:19:247828]	STATE?	R:	[19:13:19:258865]	35
T:	[19:13:19:550935]	STATE?	R:	[19:13:19:561240]	35
T:	[19:13:19:856797]	STATE?	R:	[19:13:19:857057]	35
T:	[19:13:20:159035]	STATE?	R:	[19:13:20:159221]	35
T:	[19:13:20:469703]	STATE?	R:	[19:13:20:475094]	35
T:	[19:13:20:780687]	STATE?	R:	[19:13:20:786038]	35
T:	[19:13:21:085163]	STATE?	R:	[19:13:21:085398]	35
T:	[19:13:21:389941]	STATE?	R:	[19:13:21:400266]	35
T:	[19:13:21:691820]	STATE?	R:	[19:13:21:692280]	35
T:	[19:13:21:997718]	STATE?	R:	[19:13:21:997874]	35
T:	[19:13:22:303096]	STATE?	R:	[19:13:22:303249]	35
T:	[19:13:22:609266]	STATE?	R:	[19:13:22:609417]	35
T:	[19:13:22:918427]	STATE?	R:	[19:13:22:918660]	35
T:	[19:13:23:229462]	STATE?	R:	[19:13:23:234781]	35
T:	[19:13:23:533138]	STATE?	R:	[19:13:23:538439]	35
T:	[19:13:23:836279]	STATE?	R:	[19:13:23:836435]	35
T:	[19:13:24:137777]	STATE?	R:	[19:13:24:137931]	35
T:	[19:13:24:441946]	STATE?	R:	[19:13:24:452294]	35
T:	[19:13:24:750524]	STATE?	R:	[19:13:24:755751]	35
T:	[19:13:25:065132]	STATE?	R:	[19:13:25:065354]	35
T:	[19:13:25:378312]	STATE?	R:	[19:13:25:405445]	37
T:	[19:13:25:725682]	STATE?	R:	[19:13:25:725830]	37
T:	[19:13:26:028611]	STATE?	R:	[19:13:26:045067]	37
T:	[19:13:26:334805]	STATE?	R:	[19:13:26:340154]	37
T:	[19:13:26:651301]	STATE?	R:	[19:13:26:651447]	37
T:	[19:13:26:953600]	STATE?	R:	[19:13:26:958821]	37
T:	[19:13:26:984784]	DUT_SERIAL_NB?	R:	[19:13:27:300523]	22\07\0912365

T:	[19:13:27:604824]	STATE?	R:	[19:13:27:610103]	37
T:	[19:13:27:630529]	MoveFromInpToHiPot	R:	[19:13:27:838932]	ACK
T:	[19:13:28:143376]	STATE?	R:	[19:13:28:148872]	37
T:	[19:13:28:448180]	STATE?	R:	[19:13:28:458544]	37
T:	[19:13:28:754792]	STATE?	R:	[19:13:28:754941]	37
T:	[19:13:29:057846]	STATE?	R:	[19:13:29:063083]	37
T:	[19:13:29:363798]	STATE?	R:	[19:13:29:363976]	37
T:	[19:13:29:664886]	STATE?	R:	[19:13:29:665110]	37
T:	[19:13:29:970116]	STATE?	R:	[19:13:29:980438]	37
T:	[19:13:30:278487]	STATE?	R:	[19:13:30:278694]	37
T:	[19:13:30:581879]	STATE?	R:	[19:13:30:587237]	37
T:	[19:13:30:884787]	STATE?	R:	[19:13:30:885245]	37
T:	[19:13:31:185969]	STATE?	R:	[19:13:31:203375]	37
T:	[19:13:31:488181]	STATE?	R:	[19:13:31:488367]	37
T:	[19:13:31:791909]	STATE?	R:	[19:13:31:792079]	36
T:	[19:13:32:098296]	STATE?	R:	[19:13:32:108938]	36
T:	[19:13:32:400353]	STATE?	R:	[19:13:32:400528]	36
T:	[19:13:32:703671]	STATE?	R:	[19:13:32:708957]	36
T:	[19:13:33:005517]	STATE?	R:	[19:13:33:005802]	36
T:	[19:13:33:311360]	STATE?	R:	[19:13:33:311514]	36
T:	[19:13:33:612791]	STATE?	R:	[19:13:33:613876]	36
T:	[19:13:33:916816]	STATE?	R:	[19:13:33:916973]	36
T:	[19:13:34:223269]	STATE?	R:	[19:13:34:223536]	36
T:	[19:13:34:526415]	STATE?	R:	[19:13:34:526582]	36
T:	[19:13:34:832701]	STATE?	R:	[19:13:34:833057]	36
T:	[19:13:35:137877]	STATE?	R:	[19:13:35:138045]	36
T:	[19:13:35:444388]	STATE?	R:	[19:13:35:444558]	36
T:	[19:13:35:750706]	STATE?	R:	[19:13:35:750995]	36
T:	[19:13:36:052441]	STATE?	R:	[19:13:36:052635]	36
T:	[19:13:36:356551]	STATE?	R:	[19:13:36:356823]	36
T:	[19:13:36:659344]	STATE?	R:	[19:13:36:659546]	36
T:	[19:13:36:962485]	STATE?	R:	[19:13:36:962666]	36
T:	[19:13:37:268696]	STATE?	R:	[19:13:37:279682]	38
T:	[19:13:37:580906]	STATE?	R:	[19:13:37:586165]	38
T:	[19:13:37:887201]	STATE?	R:	[19:13:37:887457]	38
T:	[19:13:38:200372]	STATE?	R:	[19:13:38:200577]	38
T:	[19:13:38:216408]	MoveFromLCRToPowTow	R:	[19:13:38:290274]	ACK
T:	[19:13:38:598732]	STATE?	R:	[19:13:38:598885]	38
T:	[19:13:38:900953]	STATE?	R:	[19:13:38:911417]	38
T:	[19:13:39:202487]	STATE?	R:	[19:13:39:202681]	38
T:	[19:13:39:513944]	STATE?	R:	[19:13:39:519215]	38
T:	[19:13:39:824740]	STATE?	R:	[19:13:39:830447]	38
T:	[19:13:40:126617]	STATE?	R:	[19:13:40:132075]	38
T:	[19:13:40:434293]	STATE?	R:	[19:13:40:460360]	38
T:	[19:13:40:745999]	STATE?	R:	[19:13:40:751571]	38
T:	[19:13:41:048865]	STATE?	R:	[19:13:41:054272]	38
T:	[19:13:41:351294]	STATE?	R:	[19:13:41:367189]	38
T:	[19:13:41:653503]	STATE?	R:	[19:13:41:663911]	38
T:	[19:13:41:963818]	STATE?	R:	[19:13:41:964009]	38
T:	[19:13:42:270070]	STATE?	R:	[19:13:42:280449]	38
T:	[19:13:42:575411]	STATE?	R:	[19:13:42:580937]	38
T:	[19:13:42:876639]	STATE?	R:	[19:13:42:876820]	38
T:	[19:13:43:178250]	STATE?	R:	[19:13:43:178407]	38
T:	[19:13:43:485466]	STATE?	R:	[19:13:43:490736]	38
T:	[19:13:43:792729]	STATE?	R:	[19:13:43:804131]	38
T:	[19:13:44:097450]	STATE?	R:	[19:13:44:107869]	38
T:	[19:13:44:409032]	STATE?	R:	[19:13:44:409186]	38
T:	[19:13:44:711761]	STATE?	R:	[19:13:44:711912]	38
T:	[19:13:45:017969]	STATE?	R:	[19:13:45:028278]	38
T:	[19:13:45:323958]	STATE?	R:	[19:13:45:324110]	6
T:	[19:13:45:627677]	STATE?	R:	[19:13:45:627832]	6
T:	[19:13:45:931595]	STATE?	R:	[19:13:45:936830]	6
T:	[19:13:46:237930]	STATE?	R:	[19:13:46:248375]	6
T:	[19:13:46:540180]	STATE?	R:	[19:13:46:545500]	6
T:	[19:13:46:846492]	STATE?	R:	[19:13:46:846738]	6
T:	[19:13:47:169049]	STATE?	R:	[19:13:47:169259]	6
T:	[19:13:47:473517]	STATE?	R:	[19:13:47:484720]	6
T:	[19:13:47:781137]	STATE?	R:	[19:13:47:781296]	6
T:	[19:13:48:087599]	STATE?	R:	[19:13:48:093101]	6
T:	[19:13:48:397097]	STATE?	R:	[19:13:48:403423]	6
T:	[19:13:48:709106]	STATE?	R:	[19:13:48:714433]	6
T:	[19:13:49:014022]	STATE?	R:	[19:13:49:014256]	6
T:	[19:13:49:315638]	STATE?	R:	[19:13:49:336315]	10
T:	[19:13:49:661449]	STATE?	R:	[19:13:49:667028]	10
T:	[19:13:49:972626]	STATE?	R:	[19:13:49:978079]	10
T:	[19:13:50:275074]	STATE?	R:	[19:13:50:275226]	10
T:	[19:13:50:280424]	MoveFromHiPotToLCR	R:	[19:13:50:487102]	ACK
T:	[19:13:50:802171]	STATE?	R:	[19:13:50:808355]	11
T:	[19:13:51:107924]	STATE?	R:	[19:13:51:108075]	11
T:	[19:13:51:411507]	STATE?	R:	[19:13:51:411952]	11
T:	[19:13:51:716383]	STATE?	R:	[19:13:51:716529]	11
T:	[19:13:52:025159]	STATE?	R:	[19:13:52:025327]	11
T:	[19:13:52:328000]	STATE?	R:	[19:13:52:338671]	11
T:	[19:13:52:633956]	STATE?	R:	[19:13:52:644351]	11
T:	[19:13:52:941471]	STATE?	R:	[19:13:52:941633]	11
T:	[19:13:53:244628]	STATE?	R:	[19:13:53:244844]	11
T:	[19:13:53:546702]	STATE?	R:	[19:13:53:547256]	11
T:	[19:13:53:851559]	STATE?	R:	[19:13:53:851701]	11
T:	[19:13:54:157908]	STATE?	R:	[19:13:54:158103]	11
T:	[19:13:54:462913]	STATE?	R:	[19:13:54:463082]	11
T:	[19:13:54:765339]	STATE?	R:	[19:13:54:765485]	11
T:	[19:13:55:071150]	STATE?	R:	[19:13:55:071650]	11
T:	[19:13:55:376768]	STATE?	R:	[19:13:55:382009]	11
T:	[19:13:55:679839]	STATE?	R:	[19:13:55:679985]	11
T:	[19:13:55:984667]	STATE?	R:	[19:13:55:984816]	11
T:	[19:13:56:287080]	STATE?	R:	[19:13:56:287219]	11
T:	[19:13:56:603866]	STATE?	R:	[19:13:56:609211]	11
T:	[19:13:56:920057]	STATE?	R:	[19:13:56:920210]	11
T:	[19:13:57:225325]	STATE?	R:	[19:13:57:235739]	11
T:	[19:13:57:532314]	STATE?	R:	[19:13:57:537603]	11
T:	[19:13:57:838943]	STATE?	R:	[19:13:57:839104]	11
T:	[19:13:58:141177]	STATE?	R:	[19:13:58:146427]	11
T:	[19:13:58:445510]	STATE?	R:	[19:13:58:445721]	11
T:	[19:13:58:748912]	STATE?	R:	[19:13:58:749073]	11
T:	[19:13:59:055114]	STATE?	R:	[19:13:59:060424]	11
T:	[19:13:59:359008]	STATE?	R:	[19:13:59:364300]	11
T:	[19:13:59:665899]	STATE?	R:	[19:13:59:671145]	11
T:	[19:13:59:982753]	STATE?	R:	[19:13:59:982948]	11
T:	[19:14:00:294287]	STATE?	R:	[19:14:00:294450]	11
T:	[19:14:00:597507]	STATE?	R:	[19:14:00:614929]	11
T:	[19:14:00:903679]	STATE?	R:	[19:14:00:903839]	11
T:	[19:14:01:205449]	STATE?	R:	[19:14:01:205659]	11
T:	[19:14:01:511967]	STATE?	R:	[19:14:01:512474]	11
T:	[19:14:01:815446]	STATE?	R:	[19:14:01:815847]	11
T:	[19:14:02:117959]	STATE?	R:	[19:14:02:118110]	11
T:	[19:14:02:420668]	STATE?	R:	[19:14:02:420822]	11
T:	[19:14:02:726492]	STATE?	R:	[19:14:02:726688]	11
T:	[19:14:03:030807]	STATE?	R:	[19:14:03:030977]	13
T:	[19:14:03:369294]	STATE?	R:	[19:14:03:374529]	13
T:	[19:14:03:678757]	STATE?	R:	[19:14:03:684102]	13
T:	[19:14:03:989132]	STATE?	R:	[19:14:03:989284]	13
T:	[19:14:03:994493]	DUT_SERIAL_NB?	R:	[19:14:04:224127]	22\07\0912365

T:	[19:14:04:536700]	STATE?	R:	[19:14:04:542251]	13
T:	[19:14:04:563201]	MoveFromInpToHiPot	R:	[19:14:04:749017]	ACK
T:	[19:14:05:055769]	STATE?	R:	[19:14:05:055933]	13
T:	[19:14:05:357872]	STATE?	R:	[19:14:05:358041]	13
T:	[19:14:05:673809]	STATE?	R:	[19:14:05:674039]	13
T:	[19:14:05:976991]	STATE?	R:	[19:14:05:977161]	13
T:	[19:14:06:279499]	STATE?	R:	[19:14:06:279649]	13
T:	[19:14:06:585684]	STATE?	R:	[19:14:06:585845]	13
T:	[19:14:06:892093]	STATE?	R:	[19:14:06:897489]	13
T:	[19:14:07:198567]	STATE?	R:	[19:14:07:204306]	13
T:	[19:14:07:501219]	STATE?	R:	[19:14:07:506452]	13
T:	[19:14:07:814016]	STATE?	R:	[19:14:07:814187]	13
T:	[19:14:08:120729]	STATE?	R:	[19:14:08:126058]	13
T:	[19:14:08:426656]	STATE?	R:	[19:14:08:432018]	13
T:	[19:14:08:733191]	STATE?	R:	[19:14:08:733360]	13
T:	[19:14:09:035612]	STATE?	R:	[19:14:09:040881]	12
T:	[19:14:09:341717]	STATE?	R:	[19:14:09:347056]	12
T:	[19:14:09:651718]	STATE?	R:	[19:14:09:651924]	12
T:	[19:14:09:957877]	STATE?	R:	[19:14:09:963270]	12
T:	[19:14:10:260919]	STATE?	R:	[19:14:10:282020]	12
T:	[19:14:10:597181]	STATE?	R:	[19:14:10:603445]	12
T:	[19:14:10:899076]	STATE?	R:	[19:14:10:904508]	12
T:	[19:14:11:204791]	STATE?	R:	[19:14:11:204987]	12
T:	[19:14:11:511026]	STATE?	R:	[19:14:11:516265]	12
T:	[19:14:11:816275]	STATE?	R:	[19:14:11:821712]	12
T:	[19:14:12:119024]	STATE?	R:	[19:14:12:129376]	12
T:	[19:14:12:425282]	STATE?	R:	[19:14:12:425483]	12
T:	[19:14:12:729814]	STATE?	R:	[19:14:12:735193]	12
T:	[19:14:13:041277]	STATE?	R:	[19:14:13:041487]	12
T:	[19:14:13:343176]	STATE?	R:	[19:14:13:343363]	12
T:	[19:14:13:652719]	STATE?	R:	[19:14:13:652996]	12
T:	[19:14:13:955798]	STATE?	R:	[19:14:13:956054]	14
T:	[19:14:14:287359]	STATE?	R:	[19:14:14:303386]	14
T:	[19:14:14:597447]	STATE?	R:	[19:14:14:597654]	14
T:	[19:14:14:900226]	STATE?	R:	[19:14:14:900390]	14
T:	[19:14:15:204237]	STATE?	R:	[19:14:15:219671]	14
T:	[19:14:15:514417]	STATE?	R:	[19:14:15:519663]	14
T:	[19:14:15:836310]	STATE?	R:	[19:14:15:843341]	14
T:	[19:14:16:142671]	STATE?	R:	[19:14:16:142980]	14
T:	[19:14:16:453119]	STATE?	R:	[19:14:16:463820]	14
T:	[19:14:16:767164]	STATE?	R:	[19:14:16:777512]	14
T:	[19:14:17:074087]	STATE?	R:	[19:14:17:079703]	14
T:	[19:14:17:383361]	STATE?	R:	[19:14:17:392309]	14
T:	[19:14:17:685360]	STATE?	R:	[19:14:17:690616]	14
T:	[19:14:17:992203]	STATE?	R:	[19:14:17:992359]	14
T:	[19:14:18:299044]	STATE?	R:	[19:14:18:325312]	14
T:	[19:14:18:851421]	STATE?	R:	[19:14:18:856675]	14
T:	[19:14:19:155224]	STATE?	R:	[19:14:19:160664]	14
T:	[19:14:19:471893]	STATE?	R:	[19:14:19:477480]	14
T:	[19:14:19:477621]	MoveFromLCRToNoGood	R:	[19:14:19:814267]	ACK
T:	[19:14:20:121265]	STATE?	R:	[19:14:20:121423]	14
T:	[19:14:20:427333]	STATE?	R:	[19:14:20:432783]	14
T:	[19:14:20:738764]	STATE?	R:	[19:14:20:738923]	14
T:	[19:14:21:046736]	STATE?	R:	[19:14:21:047064]	14
T:	[19:14:21:350399]	STATE?	R:	[19:14:21:350562]	14
T:	[19:14:21:652918]	STATE?	R:	[19:14:21:663264]	14
T:	[19:14:21:964486]	STATE?	R:	[19:14:21:964707]	14
T:	[19:14:22:273482]	STATE?	R:	[19:14:22:273694]	14
T:	[19:14:22:575899]	STATE?	R:	[19:14:22:576135]	14
T:	[19:14:22:881899]	STATE?	R:	[19:14:22:882077]	14
T:	[19:14:23:198313]	STATE?	R:	[19:14:23:209042]	14
T:	[19:14:23:502596]	STATE?	R:	[19:14:23:502824]	14
T:	[19:14:23:813767]	STATE?	R:	[19:14:23:814006]	14
T:	[19:14:24:116952]	STATE?	R:	[19:14:24:117377]	14
T:	[19:14:24:434580]	STATE?	R:	[19:14:24:440262]	14
T:	[19:14:24:740423]	STATE?	R:	[19:14:24:756017]	14
T:	[19:14:25:052122]	STATE?	R:	[19:14:25:062887]	14
T:	[19:14:25:354660]	STATE?	R:	[19:14:25:370209]	14
T:	[19:14:25:658701]	STATE?	R:	[19:14:25:658916]	14
T:	[19:14:25:963433]	STATE?	R:	[19:14:25:964967]	14
T:	[19:14:26:268576]	STATE?	R:	[19:14:26:279901]	14
T:	[19:14:26:569760]	STATE?	R:	[19:14:26:580312]	14
T:	[19:14:26:885694]	STATE?	R:	[19:14:26:901389]	14
T:	[19:14:27:190926]	STATE?	R:	[19:14:27:191081]	14
T:	[19:14:27:508149]	STATE?	R:	[19:14:27:513396]	14
T:	[19:14:27:815126]	STATE?	R:	[19:14:27:815493]	14
T:	[19:14:28:122104]	STATE?	R:	[19:14:28:127375]	14
T:	[19:14:28:428894]	STATE?	R:	[19:14:28:434268]	14
T:	[19:14:28:735652]	STATE?	R:	[19:14:28:740888]	14
T:	[19:14:29:040864]	STATE?	R:	[19:14:29:041022]	46
T:	[19:14:29:389233]	STATE?	R:	[19:14:29:410909]	42
T:	[19:14:29:690907]	STATE?	R:	[19:14:29:691050]	42
T:	[19:14:29:995649]	STATE?	R:	[19:14:29:997045]	42
T:	[19:14:30:002271]	MoveFromHiPotToLCR	R:	[19:14:30:359412]	ACK
T:	[19:14:30:666378]	STATE?	R:	[19:14:30:666570]	42
T:	[19:14:30:968791]	STATE?	R:	[19:14:30:968943]	42
T:	[19:14:31:274398]	STATE?	R:	[19:14:31:274542]	42
T:	[19:14:31:578146]	STATE?	R:	[19:14:31:578286]	42
T:	[19:14:31:881228]	STATE?	R:	[19:14:31:881397]	42
T:	[19:14:32:185390]	STATE?	R:	[19:14:32:190832]	42
T:	[19:14:32:505357]	STATE?	R:	[19:14:32:505558]	42
T:	[19:14:32:809929]	STATE?	R:	[19:14:32:815227]	42
T:	[19:14:33:116553]	STATE?	R:	[19:14:33:127554]	42
T:	[19:14:33:423918]	STATE?	R:	[19:14:33:424134]	42
T:	[19:14:33:728085]	STATE?	R:	[19:14:33:733321]	42
T:	[19:14:34:029445]	STATE?	R:	[19:14:34:039783]	42
T:	[19:14:34:335909]	STATE?	R:	[19:14:34:341242]	42
T:	[19:14:34:645462]	STATE?	R:	[19:14:34:656009]	42
T:	[19:14:34:950074]	STATE?	R:	[19:14:34:960512]	42
T:	[19:14:35:255530]	STATE?	R:	[19:14:35:255696]	42
T:	[19:14:35:562139]	STATE?	R:	[19:14:35:567436]	42
T:	[19:14:35:867198]	STATE?	R:	[19:14:35:867347]	42
T:	[19:14:36:173403]	STATE?	R:	[19:14:36:183700]	42
T:	[19:14:36:483207]	STATE?	R:	[19:14:36:483358]	42
T:	[19:14:36:787099]	STATE?	R:	[19:14:36:787254]	42
T:	[19:14:37:094085]	STATE?	R:	[19:14:37:099442]	42
T:	[19:14:37:405638]	STATE?	R:	[19:14:37:405809]	42
T:	[19:14:37:709031]	STATE?	R:	[19:14:37:709195]	42
T:	[19:14:38:035183]	STATE?	R:	[19:14:38:050741]	42
T:	[19:14:38:339568]	STATE?	R:	[19:14:38:344841]	42
T:	[19:14:38:645789]	STATE?	R:	[19:14:38:651145]	42
T:	[19:14:38:962318]	STATE?	R:	[19:14:38:972677]	42
T:	[19:14:39:278178]	STATE?	R:	[19:14:39:278542]	42
T:	[19:14:39:579499]	STATE?	R:	[19:14:39:584740]	42
T:	[19:14:39:885679]	STATE?	R:	[19:14:39:891116]	42
T:	[19:14:40:202377]	STATE?	R:	[19:14:40:207783]	42
T:	[19:14:40:508676]	STATE?	R:	[19:14:40:514238]	42
T:	[19:14:40:814859]	STATE?	R:	[19:14:40:825287]	42
T:	[19:14:41:121094]	STATE?	R:	[19:14:41:121257]	42
T:	[19:14:41:426082]	STATE?	R:	[19:14:41:426316]	42
T:	[19:14:41:728192]	STATE?	R:	[19:14:41:728346]	42
T:	[19:14:42:034337]	STATE?	R:	[19:14:42:044667]	42
T:	[19:14:42:349286]	STATE?	R:	[19:14:42:349469]	42
T:	[19:14:42:652783]	STATE?	R:	[19:14:42:668490]	44
T:	[19:14:42:986941]	STATE?	R:	[19:14:42:992487]	44
T:	[19:14:43:293758]	STATE?	R:	[19:14:43:294266]	44
T:	[19:14:43:595407]	STATE?	R:	[19:14:43:601006]	44
T:	[19:14:43:906645]	STATE?	R:	[19:14:43:906805]	44
T:	[19:14:44:222786]	STATE?	R:	[19:14:44:254466]	44
T:	[19:14:44:529256]	STATE?	R:	[19:14:44:529621]	44
T:	[19:14:44:833367]	STATE?	R:	[19:14:44:843615]	44
T:	[19:14:45:135388]	STATE?	R:	[19:14:45:155526]	44
T:	[19:14:45:437892]	STATE?	R:	[19:14:45:443177]	44
T:	[19:14:45:536083]	LaserPrint 22/07/2500001	R:	[19:14:45:859652]	ACK
T:	[19:14:45:869812]	STATE?	R:	[19:14:45:869952]	44
T:	[19:14:46:172458]	STATE?	R:	[19:14:46:172630]	108
T:	[19:14:46:482079]	STATE?	R:	[19:14:46:482329]	108
T:	[19:14:46:487786]	MoveFromPowTowToOKparts	R:	[19:14:46:786629]	ACK
T:	[19:14:47:094104]	STATE?	R:	[19:14:47:094261]	108
T:	[19:14:47:398924]	STATE?	R:	[19:14:47:399097]	108
T:	[19:14:47:700860]	STATE?	R:	[19:14:47:701027]	108
T:	[19:14:48:010615]	STATE?	R:	[19:14:48:020984]	108
T:	[19:14:48:320561]	STATE?	R:	[19:14:48:330686]	44
T:	[19:14:48:622695]	STATE?	R:	[19:14:48:622856]	44
T:	[19:14:48:927841]	STATE?	R:	[19:14:48:928001]	44
T:	[19:14:49:230976]	STATE?	R:	[19:14:49:241425]	44
T:	[19:14:49:535089]	STATE?	R:	[19:14:49:535255]	44
T:	[19:14:49:840838]	STATE?	R:	[19:14:49:851185]	44
T:	[19:14:50:147180]	STATE?	R:	[19:14:50:157476]	44
T:	[19:14:50:453094]	STATE?	R:	[19:14:50:453461]	44
T:	[19:14:50:759391]	STATE?	R:	[19:14:50:764670]	44
T:	[19:14:51:065586]	STATE?	R:	[19:14:51:071004]	44
T:	[19:14:51:377219]	STATE?	R:	[19:14:51:377399]	44
T:	[19:14:51:678768]	STATE?	R:	[19:14:51:678968]	44
T:	[19:14:51:982904]	STATE?	R:	[19:14:51:983063]	44
T:	[19:14:52:285561]	STATE?	R:	[19:14:52:290803]	44
T:	[19:14:52:590160]	STATE?	R:	[19:14:52:595399]	44
T:	[19:14:52:893756]	STATE?	R:	[19:14:52:898983]	44
T:	[19:14:53:198141]	STATE?	R:	[19:14:53:204305]	44
T:	[19:14:53:503885]	STATE?	R:	[19:14:53:509256]	44
T:	[19:14:53:806296]	STATE?	R:	[19:14:53:816695]	44
T:	[19:14:54:112459]	STATE?	R:	[19:14:54:112609]	44
T:	[19:14:54:418738]	STATE?	R:	[19:14:54:424071]	44
T:	[19:14:54:726415]	STATE?	R:	[19:14:54:726597]	44
T:	[19:14:55:032851]	STATE?	R:	[19:14:55:043186]	44
T:	[19:14:55:338977]	STATE?	R:	[19:14:55:349322]	44
T:	[19:14:55:645190]	STATE?	R:	[19:14:55:645426]	44
T:	[19:14:55:946707]	STATE?	R:	[19:14:55:952028]	44
T:	[19:14:56:258296]	STATE?	R:	[19:14:56:263616]	44
T:	[19:14:56:559675]	STATE?	R:	[19:14:56:559909]	44
T:	[19:14:56:864063]	STATE?	R:	[19:14:56:864279]	44
T:	[19:14:57:166628]	STATE?	R:	[19:14:57:182081]	44
T:	[19:14:57:469946]	STATE?	R:	[19:14:57:475200]	44
T:	[19:14:57:771411]	STATE?	R:	[19:14:57:771703]	44
T:	[19:14:58:073508]	STATE?	R:	[19:14:58:073780]	60
T:	[19:14:58:402758]	STATE?	R:	[19:14:58:402910]	60
T:	[19:14:58:715450]	STATE?	R:	[19:14:58:720972]	52
T:	[19:14:59:024812]	STATE?	R:	[19:14:59:024956]	20
T:	[19:14:59:344764]	STATE?	R:	[19:14:59:344914]	20
T:	[19:14:59:355261]	MoveFromLCRToNoGood	R:	[19:14:59:676780]	ACK
T:	[19:14:59:968080]	STATE?	R:	[19:14:59:968233]	20
T:	[19:15:00:273324]	STATE?	R:	[19:15:00:273477]	20
T:	[19:15:00:577771]	STATE?	R:	[19:15:00:583021]	20
T:	[19:15:00:884228]	STATE?	R:	[19:15:00:884562]	20
T:	[19:15:01:191386]	STATE?	R:	[19:15:01:191545]	20
T:	[19:15:01:497931]	STATE?	R:	[19:15:01:508320]	20
T:	[19:15:01:810478]	STATE?	R:	[19:15:01:810743]	20
T:	[19:15:02:117054]	STATE?	R:	[19:15:02:117194]	20
T:	[19:15:02:425579]	STATE?	R:	[19:15:02:425799]	20
T:	[19:15:02:727706]	STATE?	R:	[19:15:02:727871]	20
T:	[19:15:03:030947]	STATE?	R:	[19:15:03:031177]	20
T:	[19:15:03:335109]	STATE?	R:	[19:15:03:335256]	20
T:	[19:15:03:639308]	STATE?	R:	[19:15:03:639509]	20
T:	[19:15:03:945358]	STATE?	R:	[19:15:03:945567]	20
T:	[19:15:04:249673]	STATE?	R:	[19:15:04:259964]	20
T:	[19:15:04:550925]	STATE?	R:	[19:15:04:551079]	20
T:	[19:15:04:861453]	STATE?	R:	[19:15:04:861598]	20
T:	[19:15:05:166138]	STATE?	R:	[19:15:05:166322]	20
T:	[19:15:05:471982]	STATE?	R:	[19:15:05:472194]	20
T:	[19:15:05:780296]	STATE?	R:	[19:15:05:780445]	20
T:	[19:15:06:081911]	STATE?	R:	[19:15:06:082058]	20
T:	[19:15:06:393125]	STATE?	R:	[19:15:06:393278]	20
T:	[19:15:06:698580]	STATE?	R:	[19:15:06:708951]	20
T:	[19:15:07:002453]	STATE?	R:	[19:15:07:002846]	20
T:	[19:15:07:309766]	STATE?	R:	[19:15:07:309958]	52
