T:	[18:55:54:372829]	*IDN?	R:	[18:55:54:513989]	ROBOT_PREMO, V1.0
T:	[19:21:30:861256]	STATE?	R:	[19:21:30:861390]	0
T:	[19:21:31:167788]	STATE?	R:	[19:21:31:173043]	0
T:	[19:21:31:469434]	STATE?	R:	[19:21:31:495277]	0
T:	[19:21:31:771949]	STATE?	R:	[19:21:31:772087]	0
T:	[19:21:32:080640]	STATE?	R:	[19:21:32:085901]	0
T:	[19:21:32:406546]	STATE?	R:	[19:21:32:406691]	0
T:	[19:21:32:708032]	STATE?	R:	[19:21:32:713256]	0
T:	[19:21:33:014049]	STATE?	R:	[19:21:33:019323]	0
T:	[19:21:33:319753]	STATE?	R:	[19:21:33:330124]	0
T:	[19:21:33:623208]	STATE?	R:	[19:21:33:623359]	0
T:	[19:21:33:933533]	STATE?	R:	[19:21:33:938747]	0
T:	[19:21:34:255103]	STATE?	R:	[19:21:34:263293]	0
T:	[19:21:34:556381]	STATE?	R:	[19:21:34:571811]	0
T:	[19:21:34:865851]	STATE?	R:	[19:21:34:871077]	0
T:	[19:21:35:166801]	STATE?	R:	[19:21:35:172234]	0
T:	[19:21:35:467665]	STATE?	R:	[19:21:35:472899]	0
T:	[19:21:35:783070]	STATE?	R:	[19:21:35:783207]	0
T:	[19:21:36:086252]	STATE?	R:	[19:21:36:086416]	0
T:	[19:21:36:424502]	STATE?	R:	[19:21:36:445426]	0
T:	[19:21:36:734514]	STATE?	R:	[19:21:36:755195]	0
T:	[19:21:37:045998]	STATE?	R:	[19:21:37:051240]	0
T:	[19:21:37:362015]	STATE?	R:	[19:21:37:367235]	0
T:	[19:21:37:680472]	STATE?	R:	[19:21:37:680615]	0
T:	[19:21:37:988439]	STATE?	R:	[19:21:37:988818]	0
T:	[19:21:38:290925]	STATE?	R:	[19:21:38:291097]	0
T:	[19:21:38:592518]	STATE?	R:	[19:21:38:597746]	0
T:	[19:21:38:898774]	STATE?	R:	[19:21:38:898914]	0
T:	[19:21:39:206859]	STATE?	R:	[19:21:39:207012]	0
T:	[19:21:39:510730]	STATE?	R:	[19:21:39:511105]	0
T:	[19:21:39:813058]	STATE?	R:	[19:21:39:813396]	0
T:	[19:21:40:127700]	STATE?	R:	[19:21:40:133075]	0
T:	[19:21:40:428961]	STATE?	R:	[19:21:40:439488]	0
T:	[19:21:40:735153]	STATE?	R:	[19:21:40:735296]	0
T:	[19:21:41:041397]	STATE?	R:	[19:21:41:041602]	0
T:	[19:21:41:381780]	STATE?	R:	[19:21:41:381920]	0
T:	[19:21:41:684598]	STATE?	R:	[19:21:41:690073]	0
T:	[19:21:41:994603]	STATE?	R:	[19:21:42:020043]	0
T:	[19:21:42:299826]	STATE?	R:	[19:21:42:299959]	0
T:	[19:21:42:612739]	STATE?	R:	[19:21:42:612883]	0
T:	[19:21:42:916622]	STATE?	R:	[19:21:42:916757]	0
T:	[19:21:43:238144]	STATE?	R:	[19:21:43:238287]	0
T:	[19:21:43:542110]	STATE?	R:	[19:21:43:542255]	0
T:	[19:21:43:846791]	STATE?	R:	[19:21:43:846933]	0
T:	[19:21:44:151848]	STATE?	R:	[19:21:44:151982]	0
T:	[19:21:44:456736]	STATE?	R:	[19:21:44:456883]	0
T:	[19:21:44:761422]	STATE?	R:	[19:21:44:761719]	0
T:	[19:21:45:063288]	STATE?	R:	[19:21:45:063425]	0
T:	[19:21:45:388301]	STATE?	R:	[19:21:45:388450]	0
T:	[19:21:45:714281]	STATE?	R:	[19:21:45:719512]	0
T:	[19:21:46:024027]	STATE?	R:	[19:21:46:024166]	0
T:	[19:21:46:349553]	STATE?	R:	[19:21:46:365198]	0
T:	[19:21:46:653528]	STATE?	R:	[19:21:46:653673]	0
T:	[19:21:46:969345]	STATE?	R:	[19:21:46:969492]	0
T:	[19:21:47:272214]	STATE?	R:	[19:21:47:272357]	0
T:	[19:21:47:649624]	STATE?	R:	[19:21:47:670029]	0
T:	[19:21:47:960597]	STATE?	R:	[19:21:47:965839]	0
T:	[19:21:48:265173]	STATE?	R:	[19:21:48:265308]	0
T:	[19:21:48:572265]	STATE?	R:	[19:21:48:598017]	0
T:	[19:21:48:873928]	STATE?	R:	[19:21:48:879456]	0
T:	[19:21:49:179737]	STATE?	R:	[19:21:49:185105]	0
T:	[19:21:49:489065]	STATE?	R:	[19:21:49:494285]	0
T:	[19:21:49:804723]	STATE?	R:	[19:21:49:804892]	0
T:	[19:21:50:156339]	STATE?	R:	[19:21:50:166959]	0
T:	[19:21:50:458681]	STATE?	R:	[19:21:50:459019]	0
T:	[19:21:50:763077]	STATE?	R:	[19:21:50:763384]	0
T:	[19:21:51:068361]	STATE?	R:	[19:21:51:068501]	0
T:	[19:21:51:380695]	STATE?	R:	[19:21:51:380838]	0
T:	[19:21:51:689663]	STATE?	R:	[19:21:51:705575]	0
T:	[19:21:52:000853]	STATE?	R:	[19:21:52:011123]	0
T:	[19:21:52:326544]	STATE?	R:	[19:21:52:332013]	0
T:	[19:21:52:637684]	STATE?	R:	[19:21:52:642920]	0
T:	[19:21:52:958901]	STATE?	R:	[19:21:52:964145]	0
T:	[19:21:53:278114]	STATE?	R:	[19:21:53:283339]	0
T:	[19:21:53:580407]	STATE?	R:	[19:21:53:585826]	0
T:	[19:21:53:910183]	STATE?	R:	[19:21:53:915678]	0
T:	[19:21:54:227672]	STATE?	R:	[19:21:54:238305]	0
T:	[19:21:54:529011]	STATE?	R:	[19:21:54:534229]	0
T:	[19:21:54:830716]	STATE?	R:	[19:21:54:831041]	0
T:	[19:21:55:135749]	STATE?	R:	[19:21:55:151446]	0
T:	[19:21:55:441712]	STATE?	R:	[19:21:55:441857]	0
T:	[19:21:55:746608]	STATE?	R:	[19:21:55:757027]	0
T:	[19:21:56:054285]	STATE?	R:	[19:21:56:054423]	0
T:	[19:21:56:358516]	STATE?	R:	[19:21:56:374002]	0
T:	[19:21:56:685442]	STATE?	R:	[19:21:56:690663]	0
T:	[19:21:56:994056]	STATE?	R:	[19:21:57:004337]	0
T:	[19:21:57:300401]	STATE?	R:	[19:21:57:300528]	0
T:	[19:21:57:610730]	STATE?	R:	[19:21:57:626271]	0
T:	[19:21:57:962347]	STATE?	R:	[19:21:57:962502]	0
T:	[19:21:58:264597]	STATE?	R:	[19:21:58:269825]	0
T:	[19:21:58:566905]	STATE?	R:	[19:21:58:567052]	0
T:	[19:21:58:875877]	STATE?	R:	[19:21:58:876031]	0
T:	[19:21:59:181059]	STATE?	R:	[19:21:59:186292]	0
T:	[19:21:59:502637]	STATE?	R:	[19:21:59:502800]	0
T:	[19:21:59:820518]	STATE?	R:	[19:21:59:820686]	0
T:	[19:22:00:133357]	STATE?	R:	[19:22:00:133576]	0
T:	[19:22:00:438489]	STATE?	R:	[19:22:00:443733]	0
T:	[19:22:00:739769]	STATE?	R:	[19:22:00:739950]	0
T:	[19:22:01:047132]	STATE?	R:	[19:22:01:052393]	0
T:	[19:22:01:352026]	STATE?	R:	[19:22:01:383146]	0
T:	[19:22:01:729294]	STATE?	R:	[19:22:01:729593]	0
T:	[19:22:02:042428]	STATE?	R:	[19:22:02:042594]	0
T:	[19:22:02:353414]	STATE?	R:	[19:22:02:363930]	0
T:	[19:22:02:668641]	STATE?	R:	[19:22:02:673874]	0
T:	[19:22:02:973573]	STATE?	R:	[19:22:02:973757]	0
T:	[19:22:03:311333]	STATE?	R:	[19:22:03:322013]	0
T:	[19:22:03:614317]	STATE?	R:	[19:22:03:625309]	0
T:	[19:22:03:918082]	STATE?	R:	[19:22:03:933505]	0
T:	[19:22:04:220267]	STATE?	R:	[19:22:04:240139]	0
T:	[19:22:04:535879]	STATE?	R:	[19:22:04:551127]	0
T:	[19:22:04:842840]	STATE?	R:	[19:22:04:843051]	0
T:	[19:22:05:147345]	STATE?	R:	[19:22:05:147503]	0
T:	[19:22:05:458528]	STATE?	R:	[19:22:05:463773]	0
T:	[19:22:05:771379]	STATE?	R:	[19:22:05:771588]	0
T:	[19:22:06:073450]	STATE?	R:	[19:22:06:073608]	0
T:	[19:22:06:394694]	STATE?	R:	[19:22:06:394846]	0
T:	[19:22:06:700786]	STATE?	R:	[19:22:06:706018]	0
T:	[19:22:07:013819]	STATE?	R:	[19:22:07:013980]	0
T:	[19:22:07:316780]	STATE?	R:	[19:22:07:332536]	0
T:	[19:22:07:623993]	STATE?	R:	[19:22:07:624127]	0
T:	[19:22:07:933385]	STATE?	R:	[19:22:07:943852]	0
T:	[19:22:08:238554]	STATE?	R:	[19:22:08:238698]	0
T:	[19:22:08:542012]	STATE?	R:	[19:22:08:542165]	0
T:	[19:22:08:853596]	STATE?	R:	[19:22:08:869102]	0
T:	[19:22:09:168678]	STATE?	R:	[19:22:09:189558]	0
T:	[19:22:09:473793]	STATE?	R:	[19:22:09:479018]	0
T:	[19:22:09:788791]	STATE?	R:	[19:22:09:788930]	0
T:	[19:22:10:091254]	STATE?	R:	[19:22:10:096470]	0
T:	[19:22:10:405113]	STATE?	R:	[19:22:10:422395]	0
T:	[19:22:10:709437]	STATE?	R:	[19:22:10:714790]	0
T:	[19:22:11:013126]	STATE?	R:	[19:22:11:028798]	0
T:	[19:22:11:321211]	STATE?	R:	[19:22:11:326438]	0
T:	[19:22:11:632170]	STATE?	R:	[19:22:11:637402]	0
T:	[19:22:11:939469]	STATE?	R:	[19:22:11:965315]	0
T:	[19:22:12:245033]	STATE?	R:	[19:22:12:255286]	0
T:	[19:22:12:560845]	STATE?	R:	[19:22:12:571407]	0
T:	[19:22:12:864053]	STATE?	R:	[19:22:12:869273]	0
T:	[19:22:13:169781]	STATE?	R:	[19:22:13:175272]	0
T:	[19:22:13:476713]	STATE?	R:	[19:22:13:477057]	0
T:	[19:22:13:785806]	STATE?	R:	[19:22:13:785948]	0
T:	[19:22:14:090595]	STATE?	R:	[19:22:14:090955]	0
T:	[19:22:14:394285]	STATE?	R:	[19:22:14:399522]	0
T:	[19:22:14:700207]	STATE?	R:	[19:22:14:710863]	0
T:	[19:22:15:007109]	STATE?	R:	[19:22:15:007308]	0
T:	[19:22:15:317186]	STATE?	R:	[19:22:15:317511]	0
T:	[19:22:15:634784]	STATE?	R:	[19:22:15:634955]	0
T:	[19:22:15:961560]	STATE?	R:	[19:22:15:972110]	0
T:	[19:22:16:272870]	STATE?	R:	[19:22:16:278090]	0
T:	[19:22:16:588521]	STATE?	R:	[19:22:16:593740]	0
T:	[19:22:16:893107]	STATE?	R:	[19:22:16:898335]	0
T:	[19:22:17:199378]	STATE?	R:	[19:22:17:205599]	0
T:	[19:22:17:504584]	STATE?	R:	[19:22:17:520112]	0
T:	[19:22:17:810432]	STATE?	R:	[19:22:17:810575]	0
T:	[19:22:18:120847]	STATE?	R:	[19:22:18:121005]	0
T:	[19:22:18:431654]	STATE?	R:	[19:22:18:431786]	0
T:	[19:22:18:742327]	STATE?	R:	[19:22:18:752652]	0
T:	[19:22:19:047743]	STATE?	R:	[19:22:19:058071]	0
T:	[19:22:19:357100]	STATE?	R:	[19:22:19:357235]	0
T:	[19:22:19:666789]	STATE?	R:	[19:22:19:677317]	0
T:	[19:22:19:971983]	STATE?	R:	[19:22:19:977209]	0
T:	[19:22:20:274847]	STATE?	R:	[19:22:20:280091]	0
T:	[19:22:20:578324]	STATE?	R:	[19:22:20:583540]	0
T:	[19:22:20:884514]	STATE?	R:	[19:22:20:889713]	0
T:	[19:22:21:195430]	STATE?	R:	[19:22:21:206606]	0
T:	[19:22:21:498343]	STATE?	R:	[19:22:21:503740]	0
T:	[19:22:21:855899]	STATE?	R:	[19:22:21:876602]	0
T:	[19:22:22:167544]	STATE?	R:	[19:22:22:167696]	0
T:	[19:22:22:480440]	STATE?	R:	[19:22:22:485671]	0
T:	[19:22:22:786670]	STATE?	R:	[19:22:22:786806]	0
T:	[19:22:23:091899]	STATE?	R:	[19:22:23:097367]	0
T:	[19:22:23:413440]	STATE?	R:	[19:22:23:413581]	0
T:	[19:22:23:716823]	STATE?	R:	[19:22:23:722050]	0
T:	[19:22:24:023052]	STATE?	R:	[19:22:24:033339]	0
T:	[19:22:24:330619]	STATE?	R:	[19:22:24:330795]	0
T:	[19:22:24:632287]	STATE?	R:	[19:22:24:642516]	0
T:	[19:22:24:935393]	STATE?	R:	[19:22:24:935530]	0
T:	[19:22:25:239583]	STATE?	R:	[19:22:25:239740]	0
T:	[19:22:25:548852]	STATE?	R:	[19:22:25:559109]	0
T:	[19:22:25:864429]	STATE?	R:	[19:22:25:864568]	0
T:	[19:22:26:177614]	STATE?	R:	[19:22:26:177759]	0
T:	[19:22:26:479638]	STATE?	R:	[19:22:26:479774]	0
T:	[19:22:26:780893]	STATE?	R:	[19:22:26:781033]	0
T:	[19:22:27:087589]	STATE?	R:	[19:22:27:087727]	0
T:	[19:22:27:390992]	STATE?	R:	[19:22:27:401417]	0
T:	[19:22:27:705575]	STATE?	R:	[19:22:27:705710]	0
T:	[19:22:28:012876]	STATE?	R:	[19:22:28:013019]	0
T:	[19:22:28:316262]	STATE?	R:	[19:22:28:321475]	0
T:	[19:22:28:619537]	STATE?	R:	[19:22:28:619684]	0
T:	[19:22:28:922473]	STATE?	R:	[19:22:28:927693]	0
T:	[19:22:29:238214]	STATE?	R:	[19:22:29:238357]	0
T:	[19:22:29:542518]	STATE?	R:	[19:22:29:558025]	0
T:	[19:22:29:848072]	STATE?	R:	[19:22:29:848222]	0
T:	[19:22:30:155210]	STATE?	R:	[19:22:30:160465]	0
T:	[19:22:30:458344]	STATE?	R:	[19:22:30:463613]	0
T:	[19:22:30:774805]	STATE?	R:	[19:22:30:774959]	0
T:	[19:22:31:080739]	STATE?	R:	[19:22:31:086362]	0
T:	[19:22:31:402317]	STATE?	R:	[19:22:31:407572]	0
T:	[19:22:31:709936]	STATE?	R:	[19:22:31:710089]	0
T:	[19:22:32:014212]	STATE?	R:	[19:22:32:019716]	0
T:	[19:22:32:315801]	STATE?	R:	[19:22:32:316040]	0
T:	[19:22:32:631078]	STATE?	R:	[19:22:32:631233]	0
T:	[19:22:32:937168]	STATE?	R:	[19:22:32:937326]	0
T:	[19:22:33:248571]	STATE?	R:	[19:22:33:253814]	0
T:	[19:22:33:561615]	STATE?	R:	[19:22:33:561835]	0
T:	[19:22:33:864083]	STATE?	R:	[19:22:33:869566]	0
T:	[19:22:34:175951]	STATE?	R:	[19:22:34:176101]	0
T:	[19:22:34:484731]	STATE?	R:	[19:22:34:484864]	0
T:	[19:22:34:790183]	STATE?	R:	[19:22:34:790318]	0
T:	[19:22:35:095111]	STATE?	R:	[19:22:35:100536]	0
T:	[19:22:35:408869]	STATE?	R:	[19:22:35:425333]	0
T:	[19:22:35:713126]	STATE?	R:	[19:22:35:718533]	0
T:	[19:22:36:019181]	STATE?	R:	[19:22:36:024529]	0
T:	[19:22:36:330339]	STATE?	R:	[19:22:36:330755]	0
T:	[19:22:36:632578]	STATE?	R:	[19:22:36:638041]	0
T:	[19:22:36:938770]	STATE?	R:	[19:22:36:943994]	0
T:	[19:22:37:244866]	STATE?	R:	[19:22:37:250091]	0
T:	[19:22:37:550928]	STATE?	R:	[19:22:37:551075]	0
T:	[19:22:37:858773]	STATE?	R:	[19:22:37:858913]	0
T:	[19:22:38:162008]	STATE?	R:	[19:22:38:162146]	0
T:	[19:22:38:467711]	STATE?	R:	[19:22:38:467855]	0
T:	[19:22:38:781024]	STATE?	R:	[19:22:38:787455]	0
T:	[19:22:39:087443]	STATE?	R:	[19:22:39:087790]	0
T:	[19:22:39:393125]	STATE?	R:	[19:22:39:393263]	0
T:	[19:22:39:717838]	STATE?	R:	[19:22:39:717981]	0
T:	[19:22:40:021043]	STATE?	R:	[19:22:40:021185]	0
T:	[19:22:40:324430]	STATE?	R:	[19:22:40:324562]	0
T:	[19:22:40:630544]	STATE?	R:	[19:22:40:635810]	0
T:	[19:22:40:931848]	STATE?	R:	[19:22:40:937066]	0
T:	[19:22:41:234178]	STATE?	R:	[19:22:41:239393]	0
T:	[19:22:41:536940]	STATE?	R:	[19:22:41:537104]	0
T:	[19:22:41:853075]	STATE?	R:	[19:22:41:863808]	0
T:	[19:22:42:164014]	STATE?	R:	[19:22:42:169778]	0
T:	[19:22:42:470257]	STATE?	R:	[19:22:42:470398]	0
T:	[19:22:42:779054]	STATE?	R:	[19:22:42:779211]	0
T:	[19:22:43:085215]	STATE?	R:	[19:22:43:085409]	0
T:	[19:22:43:395671]	STATE?	R:	[19:22:43:423472]	0
T:	[19:22:43:703987]	STATE?	R:	[19:22:43:714144]	0
T:	[19:22:44:006500]	STATE?	R:	[19:22:44:006755]	0
T:	[19:22:44:318314]	STATE?	R:	[19:22:44:318785]	0
T:	[19:22:44:626063]	STATE?	R:	[19:22:44:626200]	0
T:	[19:22:44:947263]	STATE?	R:	[19:22:44:947399]	0
T:	[19:22:45:250909]	STATE?	R:	[19:22:45:256137]	0
T:	[19:22:45:574147]	STATE?	R:	[19:22:45:574293]	0
T:	[19:22:45:877923]	STATE?	R:	[19:22:45:893592]	0
T:	[19:22:46:183542]	STATE?	R:	[19:22:46:188789]	0
T:	[19:22:46:489564]	STATE?	R:	[19:22:46:489816]	0
T:	[19:22:46:792110]	STATE?	R:	[19:22:46:811731]	0
T:	[19:22:47:098191]	STATE?	R:	[19:22:47:118585]	0
T:	[19:22:47:399999]	STATE?	R:	[19:22:47:420627]	0
T:	[19:22:47:705168]	STATE?	R:	[19:22:47:710394]	0
T:	[19:22:48:008693]	STATE?	R:	[19:22:48:013914]	0
T:	[19:22:48:313570]	STATE?	R:	[19:22:48:318871]	0
T:	[19:22:48:623460]	STATE?	R:	[19:22:48:628967]	0
T:	[19:22:48:927067]	STATE?	R:	[19:22:48:932355]	0
T:	[19:22:49:228274]	STATE?	R:	[19:22:49:228408]	0
T:	[19:22:49:530097]	STATE?	R:	[19:22:49:530655]	0
T:	[19:22:49:834941]	STATE?	R:	[19:22:49:835097]	0
T:	[19:22:50:148075]	STATE?	R:	[19:22:50:148227]	0
T:	[19:22:50:456015]	STATE?	R:	[19:22:50:456282]	0
T:	[19:22:50:764650]	STATE?	R:	[19:22:50:764783]	0
T:	[19:22:51:080293]	STATE?	R:	[19:22:51:100711]	0
T:	[19:22:51:385774]	STATE?	R:	[19:22:51:385910]	0
T:	[19:22:51:714283]	STATE?	R:	[19:22:51:714422]	0
T:	[19:22:52:020403]	STATE?	R:	[19:22:52:020591]	0
T:	[19:22:52:324999]	STATE?	R:	[19:22:52:330249]	0
T:	[19:22:52:632358]	STATE?	R:	[19:22:52:632502]	0
T:	[19:22:52:964111]	STATE?	R:	[19:22:52:969325]	0
T:	[19:22:53:274805]	STATE?	R:	[19:22:53:280231]	0
T:	[19:22:53:585123]	STATE?	R:	[19:22:53:590339]	0
T:	[19:22:53:891293]	STATE?	R:	[19:22:53:896623]	0
T:	[19:22:54:206235]	STATE?	R:	[19:22:54:211456]	0
T:	[19:22:54:511500]	STATE?	R:	[19:22:54:516723]	0
T:	[19:22:54:823083]	STATE?	R:	[19:22:54:823269]	0
T:	[19:22:55:127637]	STATE?	R:	[19:22:55:127766]	0
T:	[19:22:55:438087]	STATE?	R:	[19:22:55:448704]	0
T:	[19:22:55:741108]	STATE?	R:	[19:22:55:746525]	0
T:	[19:22:56:045917]	STATE?	R:	[19:22:56:046060]	0
T:	[19:22:56:352058]	STATE?	R:	[19:22:56:357348]	0
T:	[19:22:56:658169]	STATE?	R:	[19:22:56:674034]	0
T:	[19:22:56:964507]	STATE?	R:	[19:22:56:969736]	0
T:	[19:22:57:270938]	STATE?	R:	[19:22:57:276166]	0
T:	[19:22:57:573226]	STATE?	R:	[19:22:57:578445]	0
T:	[19:22:57:875123]	STATE?	R:	[19:22:57:895907]	0
T:	[19:22:58:180609]	STATE?	R:	[19:22:58:180810]	0
T:	[19:22:58:492509]	STATE?	R:	[19:22:58:497848]	0
T:	[19:22:58:794841]	STATE?	R:	[19:22:58:807226]	0
T:	[19:22:59:104255]	STATE?	R:	[19:22:59:104397]	0
T:	[19:22:59:415093]	STATE?	R:	[19:22:59:415240]	0
T:	[19:22:59:716322]	STATE?	R:	[19:22:59:732171]	0
T:	[19:23:00:022400]	STATE?	R:	[19:23:00:027665]	0
T:	[19:23:00:324488]	STATE?	R:	[19:23:00:330338]	0
T:	[19:23:00:640650]	STATE?	R:	[19:23:00:657093]	0
T:	[19:23:00:957007]	STATE?	R:	[19:23:00:962221]	0
T:	[19:23:01:268907]	STATE?	R:	[19:23:01:269083]	0
T:	[19:23:01:571613]	STATE?	R:	[19:23:01:571750]	0
T:	[19:23:01:894467]	STATE?	R:	[19:23:01:910169]	0
T:	[19:23:02:199130]	STATE?	R:	[19:23:02:204376]	0
T:	[19:23:02:507818]	STATE?	R:	[19:23:02:523243]	0
T:	[19:23:02:814318]	STATE?	R:	[19:23:02:819678]	0
T:	[19:23:03:121277]	STATE?	R:	[19:23:03:126487]	0
T:	[19:23:03:430922]	STATE?	R:	[19:23:03:431060]	0
T:	[19:23:03:732780]	STATE?	R:	[19:23:03:758272]	0
T:	[19:23:04:034440]	STATE?	R:	[19:23:04:034572]	0
T:	[19:23:04:340086]	STATE?	R:	[19:23:04:345313]	0
T:	[19:23:04:648629]	STATE?	R:	[19:23:04:659174]	0
T:	[19:23:04:959456]	STATE?	R:	[19:23:04:959585]	0
T:	[19:23:05:261471]	STATE?	R:	[19:23:05:261809]	0
T:	[19:23:05:580619]	STATE?	R:	[19:23:05:580755]	0
T:	[19:23:05:890519]	STATE?	R:	[19:23:05:890668]	0
T:	[19:23:06:209152]	STATE?	R:	[19:23:06:234804]	0
T:	[19:23:06:520553]	STATE?	R:	[19:23:06:525779]	0
T:	[19:23:06:823399]	STATE?	R:	[19:23:06:828624]	0
T:	[19:23:07:126180]	STATE?	R:	[19:23:07:131648]	0
T:	[19:23:07:430225]	STATE?	R:	[19:23:07:435446]	0
T:	[19:23:07:736397]	STATE?	R:	[19:23:07:736609]	0
T:	[19:23:08:044927]	STATE?	R:	[19:23:08:050201]	0
T:	[19:23:08:400509]	STATE?	R:	[19:23:08:400668]	0
T:	[19:23:08:721273]	STATE?	R:	[19:23:08:721653]	0
T:	[19:23:09:023496]	STATE?	R:	[19:23:09:028738]	0
T:	[19:23:09:335272]	STATE?	R:	[19:23:09:355890]	0
T:	[19:23:09:641741]	STATE?	R:	[19:23:09:646963]	0
T:	[19:23:09:947223]	STATE?	R:	[19:23:09:952442]	0
T:	[19:23:10:255302]	STATE?	R:	[19:23:10:265608]	0
T:	[19:23:10:567011]	STATE?	R:	[19:23:10:567154]	0
T:	[19:23:10:884315]	STATE?	R:	[19:23:10:884682]	0
T:	[19:23:11:198586]	STATE?	R:	[19:23:11:198719]	0
T:	[19:23:11:499818]	STATE?	R:	[19:23:11:510031]	0
T:	[19:23:11:810158]	STATE?	R:	[19:23:11:827504]	0
T:	[19:23:12:115896]	STATE?	R:	[19:23:12:131593]	0
T:	[19:23:12:422302]	STATE?	R:	[19:23:12:422480]	0
T:	[19:23:12:738243]	STATE?	R:	[19:23:12:743483]	0
T:	[19:23:13:044328]	STATE?	R:	[19:23:13:049798]	1
T:	[19:23:13:355036]	STATE?	R:	[19:23:13:365661]	1
T:	[19:23:13:370876]	DUT_SERIAL_NB?	R:	[19:23:13:693832]	22\07\0912365

T:	[19:23:14:009279]	STATE?	R:	[19:23:14:025669]	1
T:	[19:23:14:030918]	MoveFromInpToHiPot	R:	[19:23:14:370029]	ACK
T:	[19:23:14:677066]	STATE?	R:	[19:23:14:677218]	1
T:	[19:23:14:981400]	STATE?	R:	[19:23:14:981556]	1
T:	[19:23:15:288084]	STATE?	R:	[19:23:15:298456]	1
T:	[19:23:15:590683]	STATE?	R:	[19:23:15:590855]	1
T:	[19:23:15:902004]	STATE?	R:	[19:23:15:902161]	1
T:	[19:23:16:208977]	STATE?	R:	[19:23:16:209149]	1
T:	[19:23:16:514649]	STATE?	R:	[19:23:16:519888]	1
T:	[19:23:16:817204]	STATE?	R:	[19:23:16:822459]	1
T:	[19:23:17:121978]	STATE?	R:	[19:23:17:127221]	1
T:	[19:23:17:432792]	STATE?	R:	[19:23:17:433100]	0
T:	[19:23:17:738731]	STATE?	R:	[19:23:17:739152]	0
T:	[19:23:18:041107]	STATE?	R:	[19:23:18:041429]	0
T:	[19:23:18:343518]	STATE?	R:	[19:23:18:343680]	0
T:	[19:23:18:647016]	STATE?	R:	[19:23:18:657549]	0
T:	[19:23:18:948285]	STATE?	R:	[19:23:18:948439]	0
T:	[19:23:19:253695]	STATE?	R:	[19:23:19:254284]	0
T:	[19:23:19:556758]	STATE?	R:	[19:23:19:572435]	0
T:	[19:23:19:861874]	STATE?	R:	[19:23:19:862103]	0
T:	[19:23:20:166443]	STATE?	R:	[19:23:20:166591]	0
T:	[19:23:20:467647]	STATE?	R:	[19:23:20:467921]	0
T:	[19:23:20:770273]	STATE?	R:	[19:23:20:770755]	0
T:	[19:23:21:076755]	STATE?	R:	[19:23:21:076945]	0
T:	[19:23:21:385156]	STATE?	R:	[19:23:21:385633]	0
T:	[19:23:21:691741]	STATE?	R:	[19:23:21:691989]	0
T:	[19:23:21:995364]	STATE?	R:	[19:23:21:995541]	0
T:	[19:23:22:302286]	STATE?	R:	[19:23:22:307752]	0
T:	[19:23:22:606781]	STATE?	R:	[19:23:22:612410]	0
T:	[19:23:22:908988]	STATE?	R:	[19:23:22:919556]	0
T:	[19:23:23:228538]	STATE?	R:	[19:23:23:228703]	2
T:	[19:23:23:541068]	STATE?	R:	[19:23:23:541222]	2
T:	[19:23:23:844594]	STATE?	R:	[19:23:23:849835]	2
T:	[19:23:24:151871]	STATE?	R:	[19:23:24:157281]	3
T:	[19:23:24:455702]	STATE?	R:	[19:23:24:471419]	3
T:	[19:23:24:784352]	STATE?	R:	[19:23:24:784494]	3
T:	[19:23:25:087522]	STATE?	R:	[19:23:25:097831]	3
T:	[19:23:25:404707]	STATE?	R:	[19:23:25:404911]	3
T:	[19:23:25:713235]	STATE?	R:	[19:23:25:724001]	3
T:	[19:23:26:016386]	STATE?	R:	[19:23:26:016546]	3
T:	[19:23:26:318462]	STATE?	R:	[19:23:26:323720]	3
T:	[19:23:26:667662]	STATE?	R:	[19:23:26:667828]	3
T:	[19:23:26:985879]	STATE?	R:	[19:23:26:986022]	3
T:	[19:23:27:293004]	STATE?	R:	[19:23:27:324100]	3
T:	[19:23:27:594799]	STATE?	R:	[19:23:27:600067]	3
T:	[19:23:27:901442]	STATE?	R:	[19:23:27:911850]	3
T:	[19:23:28:206334]	STATE?	R:	[19:23:28:211573]	3
T:	[19:23:28:513705]	STATE?	R:	[19:23:28:528975]	3
T:	[19:23:28:818251]	STATE?	R:	[19:23:28:818409]	3
T:	[19:23:29:122615]	STATE?	R:	[19:23:29:127844]	3
T:	[19:23:29:426331]	STATE?	R:	[19:23:29:426491]	3
T:	[19:23:29:732469]	STATE?	R:	[19:23:29:737717]	3
T:	[19:23:30:037659]	STATE?	R:	[19:23:30:042903]	3
T:	[19:23:30:353849]	STATE?	R:	[19:23:30:354040]	3
T:	[19:23:30:656538]	STATE?	R:	[19:23:30:661765]	3
T:	[19:23:30:981218]	STATE?	R:	[19:23:30:986447]	3
T:	[19:23:31:327190]	STATE?	R:	[19:23:31:327328]	3
T:	[19:23:31:648875]	STATE?	R:	[19:23:31:670420]	3
T:	[19:23:31:955131]	STATE?	R:	[19:23:31:960404]	3
T:	[19:23:32:262913]	STATE?	R:	[19:23:32:263043]	3
T:	[19:23:32:569363]	STATE?	R:	[19:23:32:569500]	3
T:	[19:23:32:895298]	STATE?	R:	[19:23:32:900550]	3
T:	[19:23:33:205361]	STATE?	R:	[19:23:33:210845]	3
T:	[19:23:33:511547]	STATE?	R:	[19:23:33:511683]	3
